-0.01754761,
-0.02041626,
-0.02328491,
-0.02554321,
-0.02783203,
-0.03012085,
-0.03143311,
-0.03283691,
-0.03372192,
-0.03384399,
-0.03387451,
-0.03347778,
-0.03262329,
-0.03149414,
-0.03030396,
-0.02923584,
-0.02819824,
-0.02728271,
-0.02661133,
-0.02560425,
-0.02441406,
-0.02355957,
-0.02261353,
-0.02127075,
-0.02008057,
-0.01885986,
-0.0178833,
-0.01712036,
-0.01672363,
-0.01611328,
-0.015625,
-0.01504517,
-0.01446533,
-0.01373291,
-0.01309204,
-0.01257324,
-0.01171875,
-0.01055908,
-0.009796143,
-0.009124756,
-0.008178711,
-0.007232666,
-0.006195068,
-0.00567627,
-0.0050354,
-0.005218506,
-0.005157471,
-0.00567627,
-0.006164551,
-0.007476807,
-0.008514404,
-0.009674072,
-0.01046753,
-0.0111084,
-0.01171875,
-0.01156616,
-0.01080322,
-0.009216309,
-0.005523682,
-0.0005187988,
0.00592041,
0.01321411,
0.02087402,
0.02920532,
0.03747559,
0.04379272,
0.04788208,
0.04992676,
0.05056763,
0.05053711,
0.04876709,
0.04580688,
0.04318237,
0.04034424,
0.03829956,
0.03509521,
0.03192139,
0.02877808,
0.02554321,
0.02252197,
0.01895142,
0.01574707,
0.01327515,
0.01113892,
0.009124756,
0.006225586,
0.004486084,
0.00289917,
0.001373291,
0.0006103516,
0.0002746582,
0.001495361,
0.00289917,
0.004882813,
0.00692749,
0.008575439,
0.009307861,
0.008270264,
0.007049561,
0.003753662,
0.0002746582,
-0.004211426,
-0.00894165,
-0.01303101,
-0.01629639,
-0.01876831,
-0.02087402,
-0.02233887,
-0.02288818,
-0.02218628,
-0.02093506,
-0.01965332,
-0.01776123,
-0.01522827,
-0.01263428,
-0.00970459,
-0.006774902,
-0.003631592,
-0.001281738,
0.001434326,
0.003723145,
0.006225586,
0.009521484,
0.01251221,
0.01571655,
0.01904297,
0.02307129,
0.02630615,
0.02926636,
0.03164673,
0.03262329,
0.03292847,
0.03213501,
0.03070068,
0.02893066,
0.02676392,
0.02471924,
0.02252197,
0.02087402,
0.01934814,
0.01800537,
0.01678467,
0.01535034,
0.01467896,
0.01434326,
0.01400757,
0.01394653,
0.01348877,
0.0128479,
0.01199341,
0.0111084,
0.009429932,
0.007659912,
0.005279541,
0.00289917,
0.0005493164,
-0.001831055,
-0.004150391,
-0.006134033,
-0.008026123,
-0.009521484,
-0.01031494,
-0.01135254,
-0.01235962,
-0.01382446,
-0.01516724,
-0.01651001,
-0.0173645,
-0.01828003,
-0.01882935,
-0.01919556,
-0.01846313,
-0.01748657,
-0.01620483,
-0.01470947,
-0.01342773,
-0.01184082,
-0.009887695,
-0.007965088,
-0.006195068,
-0.004119873,
-0.002258301,
-0.0008544922,
0.0006408691,
0.001739502,
0.00213623,
0.002105713,
0.00201416,
0.00112915,
0.0007324219,
0.0004882813,
9.155273E-05,
6.103516E-05,
-0.0004272461,
-0.0007629395,
-0.001190186,
-0.001251221,
-0.001800537,
-0.002105713,
-0.002502441,
-0.002441406,
-0.00213623,
-0.00112915,
-0.000213623,
0.001190186,
0.002746582,
0.004425049,
0.006591797,
0.008544922,
0.01043701,
0.01226807,
0.01452637,
0.01638794,
0.01812744,
0.01977539,
0.02090454,
0.02151489,
0.02148438,
0.02114868,
0.02056885,
0.0194397,
0.01809692,
0.01657104,
0.01516724,
0.01364136,
0.01196289,
0.01077271,
0.009918213,
0.008239746,
0.006744385,
0.005737305,
0.004516602,
0.003479004,
0.002716064,
0.00177002,
0.0009460449,
0.0002746582,
-0.000213623,
-0.001190186,
-0.002258301,
-0.003540039,
-0.005523682,
-0.007354736,
-0.00958252,
-0.01239014,
-0.01464844,
-0.01739502,
-0.02032471,
-0.02310181,
-0.02557373,
-0.027771,
-0.03015137,
-0.03189087,
-0.03335571,
-0.03411865,
-0.03442383,
-0.03424072,
-0.0335083,
-0.03286743,
-0.03179932,
-0.0305481,
-0.02914429,
-0.02783203,
-0.02682495,
-0.0256958,
-0.02468872,
-0.02316284,
-0.02160645,
-0.01998901,
-0.01867676,
-0.01681519,
-0.01553345,
-0.01431274,
-0.01318359,
-0.01309204,
-0.0128479,
-0.01217651,
-0.01168823,
-0.0116272,
-0.01116943,
-0.01034546,
-0.009735107,
-0.009063721,
-0.008605957,
-0.007751465,
-0.007171631,
-0.00692749,
-0.005981445,
-0.005310059,
-0.00479126,
-0.004669189,
-0.003875732,
-0.00390625,
-0.00378418,
-0.003509521,
-0.003570557,
-0.003753662,
-0.004150391,
-0.00402832,
-0.003814697,
-0.003387451,
-0.002502441,
-0.001281738,
-0.0002746582,
0.0008239746,
0.002685547,
0.005737305,
0.009887695,
0.0144043,
0.01986694,
0.02581787,
0.03204346,
0.0378418,
0.04309082,
0.04620361,
0.04748535,
0.04763794,
0.0463562,
0.04437256,
0.04125977,
0.03811646,
0.03497314,
0.03213501,
0.02920532,
0.02584839,
0.02261353,
0.019104,
0.01577759,
0.01290894,
0.01062012,
0.008758545,
0.007324219,
0.006011963,
0.004730225,
0.003997803,
0.002624512,
0.001739502,
0.0006713867,
0.0005187988,
0.0004882813,
0.0008239746,
0.00201416,
0.003356934,
0.004272461,
0.004516602,
0.00390625,
0.002075195,
-0.0001220703,
-0.003051758,
-0.006408691,
-0.01034546,
-0.01327515,
-0.01593018,
-0.01751709,
-0.01849365,
-0.01889038,
-0.01870728,
-0.01739502,
-0.01586914,
-0.01409912,
-0.01177979,
-0.008911133,
-0.006134033,
-0.003295898,
-0.000213623,
0.003295898,
0.006500244,
0.00881958,
0.01147461,
0.0135498,
0.0161438,
0.01898193,
0.02154541,
0.02355957,
0.02630615,
0.02890015,
0.03170776,
0.03317261,
0.03390503,
0.03417969,
0.03338623,
0.03173828,
0.0295105,
0.02734375,
0.02487183,
0.02218628,
0.0201416,
0.01818848,
0.01657104,
0.01486206,
0.01367188,
0.0123291,
0.01141357,
0.01037598,
0.009490967,
0.008392334,
0.007720947,
0.006896973,
0.005432129,
0.004058838,
0.002563477,
0.0006103516,
-0.001373291,
-0.003295898,
-0.005157471,
-0.00692749,
-0.008178711,
-0.008911133,
-0.009307861,
-0.009857178,
-0.01098633,
-0.01150513,
-0.01141357,
-0.01171875,
-0.01208496,
-0.01278687,
-0.01303101,
-0.01327515,
-0.01345825,
-0.01333618,
-0.01358032,
-0.01345825,
-0.01348877,
-0.01312256,
-0.01217651,
-0.01135254,
-0.009857178,
-0.008483887,
-0.007293701,
-0.00592041,
-0.004699707,
-0.003326416,
-0.002410889,
-0.002044678,
-0.001556396,
-0.001800537,
-0.001739502,
-0.001800537,
-0.00189209,
-0.001586914,
-0.001556396,
-0.001434326,
-0.0008544922,
-0.0004272461,
0.000213623,
0.0004577637,
0.001037598,
0.001373291,
0.001983643,
0.002471924,
0.002838135,
0.003601074,
0.004547119,
0.005523682,
0.00680542,
0.007537842,
0.008850098,
0.01049805,
0.01239014,
0.01422119,
0.01672363,
0.01885986,
0.02069092,
0.02227783,
0.02294922,
0.0241394,
0.02429199,
0.02322388,
0.02252197,
0.02108765,
0.0196228,
0.01791382,
0.01589966,
0.01400757,
0.01205444,
0.01016235,
0.008178711,
0.006225586,
0.004638672,
0.0027771,
0.0006103516,
-0.001190186,
-0.003173828,
-0.005493164,
-0.007751465,
-0.009918213,
-0.01220703,
-0.01446533,
-0.01641846,
-0.01852417,
-0.02062988,
-0.02233887,
-0.02389526,
-0.0256958,
-0.02706909,
-0.02783203,
-0.02890015,
-0.0300293,
-0.03076172,
-0.03097534,
-0.03125,
-0.03164673,
-0.03149414,
-0.03125,
-0.03088379,
-0.02999878,
-0.02868652,
-0.02752686,
-0.02606201,
-0.02468872,
-0.02322388,
-0.0213623,
-0.01965332,
-0.01824951,
-0.01660156,
-0.01535034,
-0.01431274,
-0.0133667,
-0.01300049,
-0.01293945,
-0.0128479,
-0.01275635,
-0.01257324,
-0.01202393,
-0.0118103,
-0.01147461,
-0.01095581,
-0.01004028,
-0.00894165,
-0.008026123,
-0.007141113,
-0.006530762,
-0.005950928,
-0.005828857,
-0.005432129,
-0.005523682,
-0.006347656,
-0.007110596,
-0.008087158,
-0.009674072,
-0.01083374,
-0.01208496,
-0.01303101,
-0.01385498,
-0.01434326,
-0.01489258,
-0.01498413,
-0.0144043,
-0.01400757,
-0.01330566,
-0.01248169,
-0.009613037,
-0.005340576,
0.000213623,
0.006835938,
0.01376343,
0.02163696,
0.02972412,
0.03637695,
0.04122925,
0.04418945,
0.04580688,
0.04653931,
0.04547119,
0.0435791,
0.0413208,
0.03866577,
0.03619385,
0.03381348,
0.03030396,
0.02655029,
0.02252197,
0.01885986,
0.01525879,
0.01196289,
0.009521484,
0.007202148,
0.005737305,
0.00390625,
0.002288818,
0.001342773,
0.0006408691,
9.155273E-05,
9.155273E-05,
0.0009155273,
0.002258301,
0.004089355,
0.006225586,
0.007995605,
0.008911133,
0.00881958,
0.007904053,
0.005737305,
0.002441406,
-0.0008544922,
-0.005096436,
-0.009063721,
-0.01174927,
-0.01446533,
-0.01690674,
-0.01861572,
-0.01971436,
-0.01934814,
-0.01879883,
-0.01803589,
-0.01602173,
-0.0138855,
-0.01132202,
-0.008422852,
-0.00479126,
-0.001556396,
0.001647949,
0.004821777,
0.007659912,
0.01077271,
0.01422119,
0.01715088,
0.02062988,
0.0246582,
0.02828979,
0.03161621,
0.03500366,
0.03723145,
0.03829956,
0.03839111,
0.03771973,
0.0355835,
0.0335083,
0.03103638,
0.02798462,
0.02526855,
0.02249146,
0.01983643,
0.01748657,
0.01528931,
0.01358032,
0.012146,
0.01095581,
0.00994873,
0.008666992,
0.007965088,
0.007141113,
0.005706787,
0.004119873,
0.002075195,
-3.051758E-05,
-0.002166748,
-0.004547119,
-0.006530762,
-0.008453369,
-0.0100708,
-0.0116272,
-0.01266479,
-0.01361084,
-0.01358032,
-0.01394653,
-0.01470947,
-0.01583862,
-0.0171814,
-0.01803589,
-0.01879883,
