3,210.9988,2233.165,i,351.6146,2167.311
8,347.9862,854.9321,o,410.9029,809.5662
9,415.3719,836.35,o,422.3407,826.2971
10,419.2594,879.0074,o,422.1714,828.0557
11,401.5257,921.9382,o,432.3487,790.3224
12,419.951,873.3134,o,422.1067,828.2224
13,428.1182,942.1597,o,421.9032,825.6605
14,431.4106,967.5908,o,419.4784,771.3981
15,435.4494,1084.918,o,416.0358,765.9755
16,449.6424,1176.75,a,583.4222,1213.513
17,449.662,1270.41,a,587.8909,1262.645
18,427.3148,1370.835,a,650.3163,1305.068
19,355.5346,1382.665,a,660.1042,1297.241
20,386.7762,1484.497,a,635.4601,1307.878
21,422.1216,1496.458,a,617.1617,1285.831
22,417.2319,1537.085,a,614.5306,1360.723
23,427.3072,1551.691,a,635.6339,1302.017
24,437.173,1583.969,a,651.074,1287.539
25,432.5302,1586.056,a,645.9254,1267.492
26,435.6839,1625.81,a,611.5156,1285.852
27,430.5222,1644.901,a,644.5523,1276.913
28,428.4969,1658.538,a,629.8212,1250.071
29,413.0341,1727.096,e,470.9822,2052.433
30,419.9554,1725.411,e,473.9608,1868.123
31,362.9275,1744.944,e,465.2394,1975.268
32,376.569,1744.616,e,457.7373,1876.635
33,400.842,1785.346,e,456.3372,1913.62
34,387.2795,1783.51,e,454.2426,1953.218
35,405.778,1685.55,a,616.2942,1659.066
36,442.4562,1532.569,a,628.5181,1733.927
37,496.3763,1429.583,a,612.2109,1409.043
38,490.6224,1379.803,a,628.9146,1323.938
39,564.4123,1350.206,a,651.173,1313.143
40,570.9045,1334.645,a,655.5927,1301.709
41,576.5956,1326.953,a,653.692,1300.192
42,576.3821,1344.132,a,660.5114,1310.424
